SSC_CODE_2016,Tot_OcMngr,Tot_OcProf,Tot_OcTechTrdW,Tot_OcComPerS,Tot_OcClericAdm,Tot_OcSalesWk,Tot_OcMacOp_Driv,Tot_OcLab,Tot_OcID_NS,Tot_Tot
SSC41113,7,0,3,3,4,0,0,6,0,23
SSC41114,4,0,0,0,0,0,3,9,0,18
SSC41115,9,0,0,0,0,0,0,0,0,11
SSC41116,21,7,3,3,3,0,0,3,3,42
SSC41117,0,7,0,3,0,3,3,3,0,22
SSC41118,6,3,10,4,3,0,3,3,3,37
SSC41119,0,0,0,0,0,0,0,0,0,0
SSC41120,52,30,43,46,41,28,39,44,8,318
SSC41121,52,11,14,16,10,7,10,15,3,148
SSC41122,27,10,16,20,12,15,5,18,0,121
SSC41123,109,210,217,190,154,146,143,191,23,1396
SSC41124,169,111,85,63,66,75,58,172,12,809
SSC41125,38,13,14,17,8,6,19,17,0,139
SSC41126,25,40,42,18,27,16,16,46,0,241
SSC41127,23,13,12,0,5,7,5,5,0,69
SSC41128,6,3,0,0,3,0,0,4,0,16
SSC41129,25,0,0,0,0,0,3,3,0,34
SSC41130,68,41,42,65,32,33,38,91,11,417
SSC41131,57,82,82,66,76,50,52,57,8,516
SSC41132,25,0,3,0,4,0,0,3,0,32
SSC41133,10,0,0,0,3,0,0,3,0,23
SSC41134,11,0,0,0,3,0,3,3,0,19
SSC41135,10,3,3,7,3,4,0,3,0,33
SSC41136,11,6,9,4,7,8,0,8,0,47
SSC41137,39,49,17,15,22,19,3,14,0,188
SSC41138,3,0,0,0,4,6,0,3,0,14
SSC41139,6,0,0,0,8,0,3,9,0,32
SSC41140,5,0,9,0,3,3,4,6,0,21
SSC41141,3,3,0,0,0,0,0,0,0,5
SSC41142,0,0,0,0,0,0,0,0,0,0
SSC41143,15,3,3,0,0,7,0,7,0,39
SSC41144,3,0,3,3,0,4,3,0,0,26
SSC41145,21,5,3,4,6,0,3,4,0,53
SSC41146,20,0,0,0,6,0,0,0,0,25
SSC41147,15,7,9,4,0,0,0,4,0,40
SSC41148,0,3,0,4,0,4,0,8,0,26
SSC41149,102,33,39,32,16,29,36,58,11,345
SSC41150,8,22,0,9,0,3,0,3,0,45
SSC41151,9,7,7,3,3,3,0,0,0,26
SSC41152,12,3,4,3,0,3,3,4,0,31
SSC41153,221,535,269,354,352,247,146,291,47,2468
SSC41154,159,370,200,193,249,118,83,170,22,1569
SSC41155,3,3,3,0,3,0,0,0,0,14
SSC41156,0,3,0,0,0,0,0,0,0,11
SSC41157,8,3,9,3,3,4,9,4,0,43
SSC41158,0,0,0,0,0,0,0,3,0,11
SSC41159,6,0,3,0,3,3,0,0,0,17
SSC41160,12,3,4,0,3,0,0,5,0,26
SSC41161,15,16,21,10,14,6,9,15,0,116
SSC41162,3,0,0,0,0,0,0,0,0,3
SSC41163,11,4,3,0,3,0,0,4,0,21
SSC41164,5,4,0,0,0,0,0,9,0,18
SSC41165,9,3,3,3,5,0,3,3,0,26
SSC41166,3,0,0,4,5,4,0,0,3,26
SSC41167,9,5,4,4,0,3,0,6,0,32
SSC41168,16,5,9,4,3,0,0,8,0,39
SSC41169,0,0,0,0,0,0,0,0,0,5
SSC41170,15,5,18,8,5,7,3,12,0,76
SSC41171,224,416,450,381,398,300,278,422,61,2924
SSC41172,0,0,0,0,0,0,0,0,0,4
SSC41173,66,96,53,54,86,66,28,57,10,517
SSC41174,0,0,0,0,0,0,0,0,0,0
SSC41175,190,348,333,444,266,272,202,320,39,2402
SSC41176,164,273,194,289,208,153,151,207,37,1681
SSC41177,0,0,0,0,0,0,0,0,0,6
SSC41178,88,60,41,43,32,20,36,65,12,399
SSC41179,0,0,0,0,0,0,0,0,0,3
SSC41180,77,120,105,93,61,82,27,78,11,654
SSC41181,15,3,8,0,0,0,3,6,0,41
SSC41182,25,16,16,16,7,0,23,19,3,131
SSC41183,0,0,0,0,0,0,0,0,0,5
SSC41184,40,24,32,39,18,17,16,19,7,219
SSC41185,3,3,0,0,0,0,0,0,0,13
SSC41186,9,0,0,0,3,3,3,9,0,30
SSC41187,692,968,945,735,722,736,353,917,102,6164
SSC41188,41,35,50,25,35,19,34,68,10,314
SSC41189,3,3,20,5,3,11,5,20,0,79
SSC41190,0,3,0,3,0,5,0,4,0,17
SSC41191,25,13,10,5,10,7,5,16,0,88
SSC41192,122,211,204,188,164,142,63,140,13,1242
SSC41193,117,204,244,198,162,124,65,141,23,1270
SSC41194,0,0,10,4,0,3,4,7,0,27
SSC41195,5,7,8,7,3,7,0,4,0,38
SSC41196,106,246,231,218,156,194,195,163,38,1543
SSC41197,43,70,102,125,52,87,89,169,6,740
SSC41198,3,7,0,0,0,0,0,0,0,8
SSC41199,13,13,15,8,10,6,6,33,5,107
SSC41200,38,16,19,17,16,11,4,19,3,152
SSC41201,33,3,38,25,18,17,14,103,11,266
SSC41202,64,132,131,96,66,60,46,95,15,703
SSC41203,0,0,0,0,0,0,0,0,0,7
SSC41204,7,0,13,3,3,3,15,9,0,55
SSC41205,0,0,0,3,0,0,0,0,0,3
SSC41206,942,2051,721,620,965,564,254,541,90,6750
SSC41207,20,12,13,7,8,8,4,12,3,84
SSC41208,9,30,3,30,0,0,0,3,3,86
SSC41209,0,0,0,0,0,0,0,0,0,7
SSC41210,5,0,3,4,5,3,4,3,0,23
SSC41211,4,0,0,0,0,0,0,3,0,12
SSC41212,0,0,0,0,0,0,0,0,0,0
SSC41213,0,0,0,0,0,0,4,5,0,10
SSC41214,24,13,7,4,13,5,5,5,0,78
SSC41215,7,0,0,3,0,0,0,7,0,23
SSC41216,19,0,7,3,0,0,3,8,0,38
SSC41217,13,0,7,0,0,0,0,11,0,42
SSC41218,54,127,123,112,117,75,63,85,11,779
SSC41219,3,0,0,0,0,0,0,6,0,8
SSC41220,58,85,75,74,42,39,53,61,12,495
SSC41221,0,0,3,0,3,0,0,4,0,16
SSC41222,18,7,4,13,9,6,10,15,0,89
SSC41223,6,7,14,13,7,5,4,11,0,66
SSC41224,16,9,8,0,3,3,0,3,0,43
SSC41225,0,0,4,0,3,0,0,3,0,10
SSC41226,9,10,15,7,8,10,3,3,0,67
SSC41227,16,3,19,8,15,0,7,6,0,83
SSC41228,9,3,6,4,3,11,3,5,0,50
SSC41229,259,491,475,341,478,292,174,282,45,2831
SSC41230,26,8,3,4,4,3,0,5,5,53
SSC41231,12,10,9,6,8,3,5,14,0,73
SSC41232,0,0,0,7,0,0,0,0,0,8
SSC41233,23,28,47,25,31,14,19,16,6,215
SSC41234,23,16,12,10,11,4,11,14,0,99
SSC41235,217,194,177,184,143,188,117,405,32,1663
SSC41236,58,24,48,32,25,27,34,55,13,310
SSC41237,37,32,28,16,26,18,16,22,0,191
SSC41238,105,82,100,53,78,57,51,129,10,671
SSC41239,52,161,66,99,91,62,44,80,16,668
SSC41240,172,281,411,316,326,245,143,287,23,2221
SSC41241,69,140,162,134,152,79,58,97,13,908
SSC41242,11,9,8,9,3,3,5,7,0,57
SSC41243,169,333,190,215,283,161,93,181,30,1649
SSC41244,141,294,302,225,265,176,124,173,26,1723
SSC41245,59,159,53,76,89,53,23,53,11,573
SSC41246,149,185,217,194,161,178,146,166,25,1425
SSC41247,90,150,153,136,130,121,101,78,10,956
SSC41248,47,38,70,49,53,47,29,51,4,394
SSC41249,7,3,0,0,0,0,0,0,0,16
SSC41250,77,57,57,41,44,24,24,54,8,375
SSC41251,131,51,76,50,43,48,25,91,10,518
SSC41252,31,4,12,5,4,3,8,12,9,86
SSC41253,0,0,0,0,0,0,0,0,0,0
SSC41254,17,7,15,13,16,6,16,10,3,101
SSC41255,9,6,11,6,8,10,12,7,0,73
SSC41256,9,0,14,6,3,8,4,19,0,60
SSC41257,3,0,0,3,0,0,0,0,0,11
SSC41258,0,0,0,0,0,0,0,0,0,0
SSC41259,0,0,0,0,4,0,0,0,0,10
SSC41260,108,310,23,47,56,53,11,19,7,644
SSC41261,16,19,18,16,12,4,7,14,0,104
SSC41262,12,10,10,15,6,7,3,14,0,76
SSC41263,115,215,220,206,212,122,156,181,18,1441
SSC41264,60,58,103,63,58,48,51,70,12,528
SSC41265,97,252,34,54,111,64,7,24,13,660
SSC41266,474,969,392,331,494,350,72,244,53,3395
SSC41267,27,20,8,3,7,4,3,9,0,88
SSC41268,153,297,584,139,187,107,493,200,55,2199
SSC41269,116,189,239,147,206,145,109,170,9,1336
SSC41270,85,236,51,56,79,59,8,33,5,614
SSC41271,20,0,8,0,3,0,0,6,0,45
SSC41272,3,5,0,0,0,0,0,3,0,8
SSC41273,29,17,27,22,22,17,13,38,0,177
SSC41274,3,0,0,0,0,0,0,0,0,8
SSC41275,166,266,406,349,317,253,321,538,78,2704
SSC41276,160,239,282,329,254,238,248,411,52,2218
SSC41277,246,373,625,464,534,381,320,522,68,3536
SSC41278,334,360,448,316,486,278,176,261,47,2708
SSC41279,188,235,497,485,438,327,442,658,67,3330
SSC41280,78,98,148,131,141,98,87,136,16,921
SSC41281,46,57,83,66,58,46,58,85,6,505
SSC41282,0,0,0,0,0,0,0,0,0,3
SSC41283,8,0,0,0,0,0,0,3,0,12
SSC41284,14,9,8,0,6,0,0,6,0,37
SSC41285,5,0,3,0,0,0,0,0,0,8
SSC41286,17,14,7,0,11,4,3,7,0,60
SSC41287,13,3,0,0,0,3,0,8,0,28
SSC41288,9,5,5,0,10,4,3,4,0,50
SSC41289,7,3,10,0,6,0,5,7,0,34
SSC41290,28,3,0,5,0,3,3,0,0,47
SSC41291,0,0,5,0,0,0,0,8,0,7
SSC41292,27,15,37,15,31,9,6,10,0,149
SSC41293,11,6,5,7,3,6,0,14,0,52
SSC41294,3,4,0,0,0,0,0,3,0,15
SSC41295,4,0,3,3,3,3,0,3,0,20
SSC41296,4,0,0,0,0,0,0,0,0,4
SSC41297,25,34,19,12,16,6,8,4,0,111
SSC41298,153,322,101,99,130,111,21,60,15,1016
SSC41299,160,311,197,145,162,115,48,84,18,1248
SSC41300,106,273,156,225,156,146,41,130,19,1260
SSC41301,79,144,106,98,109,68,40,65,7,713
SSC41302,148,275,320,243,206,179,116,221,28,1742
SSC41303,3,4,6,3,3,3,3,3,0,35
SSC41304,166,283,321,247,289,208,125,174,25,1838
SSC41305,251,393,463,417,405,323,158,304,36,2743
SSC41306,0,0,0,0,0,0,0,0,0,0
SSC41307,412,753,634,544,739,482,317,510,82,4461
SSC41308,142,282,189,174,183,125,50,101,29,1279
SSC41309,11,3,3,0,0,3,7,4,0,27
SSC41310,12,5,5,5,5,4,10,13,3,64
SSC41311,19,9,7,8,7,4,10,22,0,84
SSC41312,23,3,6,5,3,3,0,6,0,49
SSC41313,75,162,62,59,80,65,29,48,12,585
SSC41314,111,138,217,155,141,131,75,134,20,1131
SSC41315,38,31,25,5,21,11,9,20,7,169
SSC41316,217,375,126,158,186,119,79,104,21,1392
SSC41317,219,345,256,218,270,177,124,145,40,1783
SSC41318,69,142,69,46,69,35,17,34,8,505
SSC41319,34,6,3,3,6,4,0,9,0,69
SSC41320,29,20,5,4,10,8,0,6,3,80
SSC41321,10,7,8,8,3,7,7,9,0,64
SSC41322,6,0,0,0,0,0,3,0,0,20
SSC41323,14,12,12,3,5,5,5,7,0,63
SSC41324,6,3,0,0,0,0,0,0,0,9
SSC41325,389,664,600,528,582,421,176,297,40,3708
SSC41326,17,0,0,0,0,0,0,0,3,16
SSC41327,21,3,4,0,6,0,0,0,0,34
SSC41328,27,12,3,4,3,3,3,3,0,55
SSC41329,0,0,0,0,0,0,0,0,0,3
SSC41330,0,0,0,3,0,0,0,3,0,9
SSC41331,30,46,16,10,17,15,0,5,3,137
SSC41332,11,3,0,3,0,0,3,4,0,22
SSC41333,48,48,105,118,86,88,102,130,16,743
SSC41334,33,39,94,119,64,106,102,177,16,750
SSC41335,52,11,14,6,8,9,7,22,0,134
SSC41336,22,6,15,28,9,9,19,32,3,142
SSC41337,23,3,0,0,3,0,0,3,0,40
SSC41338,19,32,57,48,36,35,58,66,13,362
SSC41339,409,744,230,300,374,252,75,156,34,2580
SSC41340,144,327,137,128,185,101,32,77,9,1140
SSC41341,8,0,0,0,0,0,3,3,0,19
SSC41342,15,3,0,0,0,3,3,5,0,25
SSC41343,204,480,285,284,323,177,89,193,18,2041
SSC41344,23,5,23,7,18,9,3,34,0,126
SSC41345,30,11,14,11,11,7,9,18,3,109
SSC41346,0,0,0,0,0,0,0,0,0,3
SSC41347,24,5,0,0,4,0,0,0,0,37
SSC41348,13,7,8,4,11,0,0,11,3,52
SSC41349,10,3,5,3,3,3,0,5,0,34
SSC41350,63,89,9,13,29,20,3,4,11,258
SSC41351,56,35,47,29,25,25,27,49,7,297
SSC41352,6,3,4,0,0,0,0,0,0,20
SSC41353,186,345,322,249,361,214,119,163,32,1994
SSC41354,108,282,123,136,132,92,37,72,18,1007
SSC41355,141,305,36,52,85,56,10,20,9,714
SSC41356,3,0,3,0,0,0,3,0,0,12
SSC41357,0,0,0,0,0,0,0,3,0,3
SSC41358,4,4,4,3,0,3,7,3,0,31
SSC41359,5,3,6,0,0,0,0,0,3,24
SSC41360,116,290,190,170,142,102,53,149,21,1239
SSC41361,92,201,77,88,109,58,20,57,6,708
SSC41362,260,657,136,153,204,127,28,65,28,1646
SSC41363,10,0,0,0,3,0,0,3,0,15
SSC41364,42,27,26,13,37,9,18,23,0,206
SSC41365,50,16,33,24,17,16,19,33,4,204
SSC41366,12,3,0,3,0,0,0,0,0,14
SSC41367,0,0,0,0,3,0,0,0,0,3
SSC41368,0,0,0,0,0,0,0,0,0,0
SSC41369,65,197,41,36,63,29,9,13,9,460
SSC41370,17,4,0,0,7,0,0,3,0,31
SSC41371,238,554,98,117,153,102,21,49,14,1349
SSC41372,93,132,160,157,156,116,126,95,15,1051
SSC41373,17,10,22,4,10,7,14,19,0,110
SSC41374,34,32,37,21,29,19,13,50,0,237
SSC41375,0,0,0,0,0,0,0,0,0,8
SSC41376,0,0,0,0,0,0,0,0,0,6
SSC41377,7,7,3,3,0,0,0,0,0,23
SSC41378,0,0,0,3,3,0,0,0,0,11
SSC41379,10,13,4,4,12,4,3,18,0,64
SSC41380,116,235,26,58,77,46,4,24,6,587
SSC41381,3,0,0,0,0,0,0,0,0,5
SSC41382,284,408,422,371,352,245,215,368,29,2706
SSC41383,105,85,92,62,54,56,38,104,10,610
SSC41384,0,3,3,0,3,3,3,3,0,26
SSC41385,4,0,0,0,0,0,0,0,0,4
SSC41386,0,0,0,0,0,0,0,0,0,0
SSC41387,0,0,0,0,0,0,0,0,0,0
SSC41388,109,248,129,158,150,107,38,123,19,1071
SSC41389,3,0,3,0,0,0,0,0,0,8
SSC41390,55,99,50,43,43,23,8,16,6,348
SSC41391,31,14,33,6,18,13,11,31,3,172
SSC41392,14,0,3,0,0,0,3,3,0,24
SSC41393,0,0,7,0,3,0,0,3,0,14
SSC41394,6,8,11,9,3,4,8,8,0,49
SSC41395,22,0,0,0,0,0,0,0,0,22
SSC41396,165,282,284,229,303,157,106,158,19,1702
SSC41397,3,0,0,0,0,0,0,9,0,20
SSC41398,61,56,51,29,41,29,35,28,3,331
SSC41399,33,12,10,8,8,10,12,24,3,110
SSC41400,13,9,8,4,17,11,3,11,0,86
SSC41401,14,3,0,0,0,0,0,0,0,14
SSC41402,80,43,61,76,45,82,71,123,12,594
SSC41403,8,0,0,0,0,0,0,4,0,15
SSC41404,5,0,0,0,0,0,0,0,0,8
SSC41405,47,21,34,27,17,17,16,45,10,234
SSC41406,333,430,273,229,245,178,133,338,19,2172
SSC41407,78,138,149,150,139,98,132,186,14,1087
SSC41408,10,0,0,0,0,0,0,3,0,14
SSC41409,10,0,0,0,0,0,0,4,0,24
SSC41410,0,0,0,0,0,0,0,0,0,0
SSC41411,10,4,0,7,3,0,0,0,0,21
SSC41412,24,8,13,13,9,7,10,13,0,108
SSC41413,3,0,0,3,0,0,0,0,0,7
SSC41414,20,9,16,15,9,13,35,35,4,159
SSC41415,23,15,23,8,16,15,3,20,0,118
SSC41416,3,0,0,0,0,0,0,0,0,3
SSC41417,44,12,11,6,18,8,6,33,0,139
SSC41418,185,332,278,202,217,158,81,116,18,1593
SSC41419,0,0,0,0,0,0,0,0,0,0
SSC41420,10,7,9,6,5,3,5,3,0,45
SSC41421,14,9,12,7,11,4,9,8,0,66
SSC41422,126,157,56,42,88,61,15,31,5,589
SSC41423,0,0,0,0,0,0,0,3,0,9
SSC41424,67,143,50,34,77,33,8,30,3,440
SSC41425,3,0,3,6,0,0,3,5,0,28
SSC41426,10,0,0,0,0,0,0,0,0,13
SSC41427,3,9,9,0,0,0,3,3,0,34
SSC41428,15,11,19,8,9,6,6,9,0,81
SSC41429,87,205,85,100,83,61,9,63,11,705
SSC41430,30,38,35,48,37,17,27,42,11,275
SSC41431,15,3,0,0,0,0,3,0,0,26
SSC41432,3,3,11,9,8,6,19,9,6,76
SSC41433,17,25,12,9,12,8,0,3,0,83
SSC41434,14,6,0,0,0,0,4,5,0,29
SSC41435,9,0,0,3,0,0,0,0,0,9
SSC41436,11,22,32,16,22,13,7,12,4,146
SSC41437,9,8,11,8,4,3,9,14,5,67
SSC41438,4,5,11,0,7,7,5,4,3,46
SSC41439,7,0,0,0,0,0,0,9,0,12
SSC41440,108,16,21,19,22,14,16,35,3,266
SSC41441,5,0,0,3,0,0,0,4,0,9
SSC41442,10,0,0,0,0,0,0,0,0,18
SSC41443,16,19,18,22,12,8,11,22,5,123
SSC41444,6,3,6,0,0,0,0,3,0,19
SSC41445,199,557,52,96,135,126,11,54,19,1256
SSC41446,6,4,0,0,0,0,0,3,0,13
SSC41447,0,0,0,0,0,0,0,0,0,0
SSC41448,215,523,97,120,149,96,22,65,20,1305
SSC41449,17,3,3,4,3,8,3,4,0,46
SSC41450,233,534,206,251,278,177,92,182,26,1983
SSC41451,7,0,0,0,0,0,0,3,0,15
SSC41452,4,0,0,0,0,0,0,0,0,6
SSC41453,11,7,12,8,11,4,3,3,0,57
SSC41454,3,0,3,3,0,0,0,3,0,14
SSC41455,252,573,164,190,284,191,42,105,25,1824
SSC41456,76,232,75,60,91,51,26,43,10,658
SSC41457,148,276,313,223,280,162,102,138,19,1658
SSC41458,36,23,53,18,33,33,37,55,3,286
SSC41459,10,11,14,4,9,0,4,15,3,68
SSC41460,122,78,99,50,68,53,70,86,5,625
SSC41461,36,11,23,16,13,10,8,22,3,141
SSC41462,6,0,0,0,0,3,0,3,0,10
SSC41463,118,291,49,70,98,49,11,28,8,719
SSC41464,121,111,210,122,162,103,162,189,24,1197
SSC41465,3,0,0,0,0,0,0,3,0,8
SSC41466,3,0,3,0,0,0,0,0,0,6
SSC41467,0,0,0,0,0,0,0,0,0,0
SSC41468,27,35,28,17,23,10,17,19,0,176
SSC41469,0,0,0,0,0,0,0,0,0,0
SSC41470,15,0,0,0,3,0,0,0,0,22
SSC41471,0,8,4,0,0,3,0,0,0,16
SSC41472,123,256,174,123,197,118,51,102,25,1161
SSC41473,28,3,0,4,11,0,7,10,0,66
SSC41474,365,789,144,201,275,173,29,96,29,2113
SSC41475,128,274,28,56,99,76,4,15,13,694
SSC41476,0,0,0,0,0,0,0,0,0,0
SSC41477,19,20,30,20,20,6,4,11,0,129
SSC41478,87,171,64,44,47,28,11,35,3,487
SSC41479,49,70,39,23,42,24,14,30,3,295
SSC41480,13,0,0,5,3,3,3,3,0,32
SSC41481,102,170,23,38,60,44,8,10,5,463
SSC41482,5,0,0,0,3,0,0,0,0,9
SSC41483,155,338,86,94,133,83,39,65,13,1010
SSC41484,221,473,410,353,382,251,205,300,39,2635
SSC41485,0,0,0,0,0,0,0,0,0,11
SSC41486,9,4,0,0,0,3,0,3,0,20
SSC41487,24,36,16,7,13,8,7,7,0,109
SSC41488,30,3,3,0,3,4,3,3,0,51
SSC41489,160,205,211,198,149,149,53,199,31,1349
SSC41490,16,8,4,5,6,4,3,7,0,51
SSC41491,206,82,78,56,91,62,87,91,16,768
SSC41492,53,104,71,61,71,48,20,32,10,479
SSC41493,17,4,5,6,3,0,0,7,0,46
SSC41494,8,0,0,0,0,0,0,4,0,13
SSC41495,164,133,130,138,100,83,82,189,21,1031
SSC41496,32,27,17,18,15,3,4,10,0,125
SSC41497,11,4,0,4,4,0,3,4,0,30
SSC41498,212,479,71,98,153,96,15,27,13,1161
SSC41499,187,337,182,165,244,143,86,158,28,1524
SSC41500,13,12,7,0,0,3,0,3,0,35
SSC41501,8,0,0,0,0,0,0,4,0,12
SSC41502,119,140,156,144,96,121,81,206,30,1090
SSC41503,10,13,26,17,14,23,14,28,6,149
SSC41504,7,3,0,3,3,0,3,0,0,25
SSC41505,0,0,0,0,0,0,0,0,0,0
SSC41506,0,0,0,0,0,0,0,0,0,4
SSC41507,4,4,0,0,0,4,0,3,0,13
SSC41508,0,0,3,0,0,0,0,0,0,3
SSC41509,7,0,3,0,3,0,0,3,0,18
SSC41510,9,0,0,0,0,3,0,0,0,20
SSC41511,23,5,6,4,6,3,6,6,0,56
SSC41512,8,0,0,0,0,0,0,0,0,9
SSC41513,20,3,14,9,14,9,14,11,0,98
SSC41514,17,10,13,13,5,5,5,17,3,88
SSC41515,16,8,3,4,0,3,0,7,3,40
SSC41516,18,7,5,3,0,0,0,5,3,39
SSC41517,0,0,0,0,0,0,0,0,0,5
SSC41518,6,9,4,3,3,3,5,0,0,39
SSC41519,14,8,10,10,8,7,8,13,0,75
SSC41520,16,3,3,0,0,0,0,4,0,29
SSC41521,19,8,7,9,11,3,12,16,0,90
SSC41522,3,0,0,0,0,0,0,0,0,3
SSC41523,55,8,22,11,14,14,12,26,4,162
SSC41524,274,623,325,338,387,287,76,192,23,2526
SSC41525,29,3,0,5,0,0,0,10,3,48
SSC41526,6,0,0,0,0,0,0,3,0,11
SSC41527,10,0,0,0,0,0,0,0,0,10
SSC41528,42,34,61,51,47,34,34,59,0,358
SSC41529,0,0,0,0,0,0,0,0,0,0
SSC41530,4,3,3,4,0,0,3,0,3,22
SSC41531,9,33,3,5,11,8,0,3,0,74
SSC41532,12,7,3,0,0,0,5,6,4,35
SSC41533,117,23,32,22,36,35,30,57,19,371
SSC41534,40,27,25,17,16,9,3,27,0,167
SSC41535,0,0,0,0,0,0,0,0,0,0
SSC41536,13,4,6,11,13,11,10,9,0,77
SSC41537,134,332,46,58,103,85,8,27,14,806
SSC41538,28,7,3,3,3,0,0,3,0,39
SSC41539,5,3,0,0,0,0,0,0,0,16
SSC41540,14,0,0,3,3,0,0,3,0,30
SSC41541,130,362,73,108,119,86,16,54,17,964
SSC41542,0,0,5,4,3,0,3,3,0,16
SSC41543,0,0,0,0,0,0,0,0,0,0
SSC41544,4,3,6,3,8,7,6,3,0,33
SSC41545,25,0,0,0,0,0,0,4,0,37
SSC41546,47,74,67,57,62,42,19,25,11,399
SSC41547,23,4,13,14,6,3,12,17,0,87
SSC41548,13,6,12,4,10,9,3,8,0,65
SSC41549,7,7,0,0,0,0,0,3,0,23
SSC41550,357,601,295,282,408,257,102,152,44,2510
SSC41551,4,0,0,0,0,0,0,0,0,3
SSC41552,207,514,244,223,280,168,89,181,16,1929
SSC41553,83,214,83,81,123,73,40,66,16,767
SSC41554,387,545,302,267,456,281,121,152,53,2570
SSC41555,237,309,183,150,235,151,62,86,29,1442
SSC41556,0,0,5,0,0,0,0,0,0,10
SSC41557,42,86,76,62,57,42,29,65,9,461
SSC41558,0,0,0,0,0,0,0,8,0,10
SSC41559,183,436,91,137,153,115,23,82,10,1228
SSC41560,32,8,3,3,6,0,3,8,0,69
SSC41561,3,0,3,0,0,0,0,4,0,11
SSC41562,11,3,0,0,0,0,0,3,0,14
SSC41563,3,4,13,4,9,4,3,9,0,44
SSC41564,3,4,3,0,0,0,0,0,0,13
SSC41565,10,13,12,11,12,8,3,9,4,80
SSC41566,0,0,0,0,0,0,0,0,0,0
SSC41567,4,4,7,5,0,0,0,4,3,23
SSC41568,9,0,3,3,0,0,0,0,0,16
SSC41569,47,26,20,19,21,4,18,13,5,172
SSC41570,3,0,3,0,0,3,3,0,0,19
SSC41571,188,327,298,180,155,138,191,115,48,1639
SSC41572,0,0,0,0,0,0,0,0,0,0
SSC41573,66,165,163,106,120,86,135,52,23,915
SSC41574,156,275,421,285,201,244,389,329,59,2346
SSC41575,92,209,243,125,137,92,146,123,21,1181
SSC41576,109,212,337,277,188,217,352,318,42,2054
SSC41577,6,3,0,3,0,0,3,3,0,21
SSC41578,3,0,0,0,4,0,0,0,0,12
SSC41579,5,0,0,0,0,0,0,0,0,8
SSC41580,36,10,12,10,12,10,3,14,0,103
SSC41581,17,4,4,0,0,3,4,8,0,43
SSC41582,3,0,3,0,0,0,0,6,0,13
SSC41583,15,0,0,3,5,0,0,4,0,31
SSC41584,48,8,5,3,3,9,0,16,0,86
SSC41585,12,3,5,3,0,0,0,3,0,31
SSC41586,131,198,258,205,197,146,137,215,30,1516
SSC41587,0,0,0,0,0,0,0,0,0,6
SSC41588,158,218,229,160,174,95,104,172,26,1337
SSC41589,12,0,0,0,0,0,0,4,0,17
SSC41590,0,0,0,0,0,0,0,0,0,3
SSC41591,0,0,0,0,0,0,0,3,0,6
SSC41592,6,4,3,0,0,0,0,3,5,23
SSC41593,20,0,0,3,0,0,0,5,0,27
SSC41594,0,0,0,0,0,0,0,0,0,0
SSC41595,136,251,172,132,136,87,52,111,20,1099
SSC41596,23,12,11,8,10,4,0,14,3,84
SSC41597,25,52,34,33,26,17,3,26,6,217
SSC41598,24,16,30,17,25,18,14,25,4,173
SSC41599,67,41,33,23,37,9,16,27,4,257
SSC41600,11,7,14,7,3,9,3,13,0,65
SSC41601,246,642,322,273,312,217,127,255,35,2443
SSC41602,18,13,31,11,14,20,23,37,4,172
SSC41603,23,28,25,16,18,11,14,22,0,163
SSC41604,0,0,0,0,0,0,0,0,0,0
SSC41605,10,0,3,0,4,0,0,3,0,18
SSC41606,56,23,19,20,15,9,12,20,3,175
SSC41607,0,0,0,0,0,0,0,0,0,0
SSC41608,9,3,0,0,0,0,0,4,0,17
SSC41609,8,3,12,4,0,3,6,5,0,45
SSC41610,15,6,15,0,10,0,6,3,0,49
SSC41611,15,12,11,0,8,3,0,10,0,63
SSC41612,27,21,21,22,11,17,0,16,7,142
SSC41613,3,0,0,0,0,0,0,0,0,4
SSC41614,21,5,5,0,0,0,0,4,0,34
SSC41615,24,3,6,3,12,12,6,7,6,83
SSC41616,0,0,0,0,0,0,0,0,0,0
SSC41617,3,3,0,0,0,3,6,3,0,16
SSC41618,10,4,4,0,3,0,3,0,0,27
SSC41619,0,0,0,0,0,0,0,0,0,0
SSC41620,8,0,0,0,0,4,4,4,0,30
SSC41621,16,9,24,10,22,12,6,15,5,125
SSC41622,564,828,895,708,998,730,311,536,66,5639
SSC41623,46,91,33,23,36,34,8,5,8,282
SSC41624,3,4,3,3,5,3,3,6,0,42
SSC41625,17,0,0,3,4,0,0,6,0,38
SSC41626,23,9,7,8,10,3,8,19,0,84
SSC41627,163,221,168,177,159,110,75,123,18,1207
SSC41628,117,211,126,101,157,110,67,94,11,994
SSC41629,51,104,98,121,69,60,62,165,17,746
SSC41630,71,144,150,138,108,91,107,156,19,988
SSC41631,111,182,121,96,125,75,53,83,6,851
SSC41632,159,323,224,177,279,145,104,157,18,1579
SSC41633,137,278,203,159,264,139,78,153,17,1430
SSC41634,9,6,7,5,7,0,3,3,0,38
SSC41635,0,0,0,0,0,0,0,0,0,10
SSC41636,7,7,0,4,0,0,0,4,0,18
SSC41637,3,0,0,3,0,0,3,3,0,12
SSC41638,23,0,0,0,5,3,0,10,0,44
SSC41639,3,0,0,0,0,0,0,0,0,5
SSC41640,20,8,22,12,19,0,7,14,0,101
SSC41641,0,0,0,0,0,0,0,0,0,0
SSC41642,62,96,74,61,75,68,36,51,4,523
