SSC_CODE_2016,P_Oth_scs_15_19,P_Oth_scs_20_24,P_Oth_scs_25_34,P_Oth_scs_35_44,P_Oth_scs_45_54,P_Oth_scs_55_64,P_Oth_scs_65_74,P_Oth_scs_75_84,P_Oth_scs_85ov,P_Oth_scs_Tot,P_ID_NS_15_19,P_ID_NS_20_24,P_ID_NS_25_34,P_ID_NS_35_44,P_ID_NS_45_54,P_ID_NS_55_64,P_ID_NS_65_74,P_ID_NS_75_84,P_ID_NS_85ov,P_ID_NS_Tot,P_Tot_15_19,P_Tot_20_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
SSC40530,0,0,0,4,4,3,0,0,0,13,4,0,0,3,3,4,0,0,0,21,28,37,96,122,128,116,21,5,0,560
SSC40531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,7,0,0,0,23
SSC40532,3,30,30,40,53,32,9,0,0,197,3,7,18,22,36,21,0,0,0,112,324,444,779,1110,1273,727,113,4,0,4773
SSC40533,3,9,17,13,26,23,3,0,0,103,5,7,9,14,10,17,5,0,0,65,140,217,302,358,525,379,72,3,0,2009
SSC40534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,11,12,11,3,0,0,31
SSC40535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,8
SSC40536,0,0,3,9,4,3,0,0,0,21,0,0,0,3,4,0,0,0,0,11,19,26,51,75,107,80,15,5,0,381
SSC40537,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,4,6,17,8,3,0,0,41
SSC40538,3,6,24,21,22,17,8,0,0,91,3,3,18,7,9,10,4,0,0,51,82,130,380,335,300,298,71,3,0,1583
SSC40539,0,9,13,11,13,5,3,0,0,56,4,3,16,6,14,11,0,0,0,49,65,112,259,215,246,219,38,0,0,1159
SSC40540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,16
SSC40541,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,6,11,35,38,23,43,40,21,0,0,224
SSC40542,0,8,6,8,12,20,5,0,0,63,0,0,3,8,9,8,0,0,0,27,71,72,147,237,283,253,81,8,0,1160
SSC40543,0,0,0,3,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,3,7,0,11,19,22,15,8,0,0,79
SSC40544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,4,15,20,19,0,0,0,73
SSC40545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3
SSC40546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,12,11,12,13,4,0,0,66
SSC40548,6,29,38,56,65,63,7,0,0,262,9,12,23,39,48,38,8,0,0,180,366,575,1044,1330,1539,1339,229,8,0,6431
SSC40549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8,11,4,0,0,40
SSC40551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,8
SSC40552,0,0,0,6,0,3,0,0,0,8,0,0,0,7,3,0,0,0,0,8,4,15,49,51,72,79,9,0,0,275
SSC40553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,8
SSC40554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,4,7,0,0,0,22
SSC40555,0,7,9,13,9,10,0,0,0,41,0,0,6,4,9,0,0,0,0,24,24,62,200,170,128,88,18,3,0,688
SSC40556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,6,3,0,0,24
SSC40557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,10
SSC40558,8,24,64,68,49,51,12,0,0,267,9,23,29,32,41,19,4,0,0,156,283,473,1126,1207,1191,1044,196,8,0,5515
SSC40559,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,4,0,4,4,6,12,15,3,0,0,47
SSC40560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40561,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,3,0,0,0,5,3,17,37,42,54,40,11,0,0,211
SSC40562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,8,0,3,0,22
SSC40563,0,0,0,3,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,13,7,10,25,16,7,3,0,79
SSC40564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,5,5,3,0,0,24
SSC40565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,11,21,19,6,0,0,67
SSC40566,0,3,0,0,3,0,0,0,0,9,0,0,0,0,0,3,0,0,0,3,5,14,22,30,29,32,21,0,0,148
SSC40567,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,3,7,14,11,12,9,0,0,62
SSC40568,0,4,3,8,16,4,3,0,0,33,0,0,3,3,3,4,3,0,0,18,60,117,129,223,264,214,66,7,0,1081
SSC40569,0,0,12,11,8,12,4,0,0,46,3,0,3,12,9,5,0,0,0,35,88,119,196,376,458,291,77,7,0,1609
SSC40570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,3,7,7,0,0,0,29
SSC40571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,3,0,0,0,0,15
SSC40572,4,5,9,5,6,15,0,0,0,39,0,0,3,3,5,4,0,0,0,13,58,66,148,176,181,166,31,3,0,829
SSC40573,0,0,3,4,7,5,0,0,0,22,0,3,3,3,3,9,3,0,0,22,53,75,116,180,268,151,53,9,0,912
SSC40574,0,0,3,0,3,4,0,0,0,18,0,0,0,8,3,7,0,0,0,23,31,43,49,99,121,111,22,0,0,473
SSC40575,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,6,14,25,22,38,56,59,20,0,0,241
SSC40576,0,16,31,13,19,5,0,0,0,95,3,3,12,12,15,12,3,0,0,59,62,162,427,395,374,231,59,8,3,1714
SSC40577,0,0,8,3,3,3,0,0,0,20,0,4,3,4,0,4,0,0,0,16,26,32,145,121,103,46,9,0,0,485
SSC40578,0,9,28,15,28,16,3,0,0,104,3,10,14,14,15,18,0,3,0,69,170,263,478,669,793,542,98,15,0,3028
SSC40579,3,6,11,7,24,10,0,0,0,61,3,3,12,7,10,12,0,0,0,41,71,117,232,300,330,233,38,3,0,1327
SSC40580,3,3,6,16,8,3,0,0,0,42,0,3,5,7,12,11,0,0,0,38,118,110,243,413,455,176,22,0,0,1541
SSC40581,0,15,29,24,38,28,18,0,0,147,3,9,18,15,23,23,8,3,0,92,189,256,607,680,833,592,156,17,0,3322
SSC40582,0,0,8,3,13,3,0,0,0,28,6,3,4,4,3,3,0,0,0,22,46,84,137,152,207,140,37,4,0,813
SSC40583,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,4,0,0,10,3,11,20,32,42,37,10,0,0,162
SSC40584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,7,3,3,6,8,15,16,6,3,0,60
SSC40585,3,16,24,20,18,20,3,0,0,108,7,14,22,14,19,20,0,0,0,94,145,240,461,442,633,427,66,4,0,2413
SSC40586,3,9,19,18,16,3,3,0,0,66,5,12,20,14,7,3,0,0,0,58,55,116,496,401,304,168,37,4,0,1574
SSC40587,0,3,0,0,3,0,0,0,0,7,0,0,0,0,0,5,0,0,0,6,7,18,19,23,34,52,25,0,0,168
SSC40588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,7,0,0,0,0,28
SSC40589,0,0,3,0,0,3,0,0,0,13,0,0,4,3,0,3,0,0,0,19,12,53,149,91,61,41,9,0,0,413
SSC40590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40591,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,14,42,21,16,7,0,0,0,99
SSC40592,3,0,9,9,3,0,3,0,0,22,0,0,0,0,3,5,0,0,0,10,27,29,59,83,119,124,45,9,0,492
SSC40593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,11,8,3,5,3,37
SSC40594,0,3,3,0,4,0,0,0,0,7,3,3,0,0,0,0,0,0,0,10,21,8,27,39,70,50,19,5,0,241
SSC40595,0,6,18,20,10,5,3,0,0,63,3,3,6,12,12,10,0,3,0,43,54,125,410,333,282,213,39,3,0,1465
SSC40596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,5,9,14,0,3,0,42
SSC40597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,8
SSC40598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,9,0,0,0,19
SSC40599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,6,6,19,19,11,3,0,0,66
SSC40600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC40601,7,12,31,34,30,27,4,3,0,148,9,4,18,19,23,14,3,3,0,100,178,249,706,684,680,513,126,14,0,3153
SSC40602,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,5,3,4,8,0,0,22
SSC40603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SSC40604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,11
SSC40605,3,0,0,3,5,4,0,0,0,16,3,3,0,0,5,5,0,0,0,14,21,34,19,45,83,67,21,0,0,284
SSC40606,0,4,8,6,14,10,5,0,0,59,0,3,5,6,9,4,0,0,3,31,70,96,190,246,320,272,78,4,3,1284
SSC40607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,4,8,11,4,0,43
SSC40608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SSC40609,0,3,0,3,3,4,3,0,0,10,0,0,0,4,7,3,0,0,0,16,16,24,18,28,78,48,13,0,0,210
SSC40610,0,9,16,6,5,11,0,0,0,53,0,13,19,13,12,6,0,0,0,60,71,192,405,354,320,208,37,0,0,1583
SSC40611,3,0,5,6,10,3,4,0,0,29,3,0,6,8,10,3,3,4,0,32,31,77,138,178,172,166,57,10,0,826
SSC40612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,8,12,16,20,18,14,0,0,91
SSC40613,4,11,35,34,29,12,11,0,0,133,7,18,35,34,29,17,11,3,0,144,120,343,819,826,735,520,122,12,0,3498
SSC40614,0,3,0,3,3,3,0,0,0,11,0,0,0,0,0,3,0,0,0,9,15,18,15,36,52,46,12,0,0,207
SSC40615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,23,9,7,4,0,0,0,53
SSC40616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,13
SSC40617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5
SSC40618,0,0,0,0,4,0,0,0,0,5,0,3,3,0,8,0,0,0,0,19,12,4,21,23,45,39,18,0,0,164
SSC40619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,6,5,0,0,0,23
SSC40620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,7,7,0,0,32
SSC40622,0,0,0,0,3,7,0,0,0,17,0,0,0,3,0,3,0,0,0,15,17,18,26,53,95,56,5,0,0,278
SSC40623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,9
SSC40624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,0,15
SSC40625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40626,0,0,0,3,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,12,10,13,17,5,3,0,0,70
SSC40627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13,9,0,0,0,31
SSC40628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,5
SSC40629,0,7,3,4,4,7,0,0,0,29,0,0,3,3,7,4,0,5,0,17,33,65,118,125,165,160,58,12,0,739
SSC40630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5
SSC40632,0,0,0,3,0,0,0,0,0,4,3,3,0,0,0,0,0,0,0,9,20,15,20,48,51,24,4,0,0,189
SSC40633,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,3,0,0,7,8,11,26,20,34,21,3,4,0,139
SSC40634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,10,18,17,3,0,0,56
SSC40635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3
SSC40636,0,0,3,5,3,5,0,0,0,19,3,0,0,4,0,0,3,0,0,10,26,64,72,105,148,114,32,4,0,560
SSC40637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,3,3,0,0,0,0,15
SSC40639,0,0,0,3,0,0,0,0,0,6,0,0,0,0,3,3,0,0,0,9,9,16,9,24,37,37,9,3,0,141
SSC40640,4,4,12,13,11,3,0,0,0,47,0,6,7,7,9,3,0,0,0,37,72,110,200,181,259,187,52,16,4,1083
SSC40641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,10,3,0,0,0,33
SSC40642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,10
SSC40643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,3,0,0,0,14
SSC40644,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,6,13,26,35,60,40,22,0,0,203
SSC40645,0,0,5,0,3,0,0,0,0,9,0,0,0,5,0,7,0,0,0,13,11,17,18,44,46,49,6,3,0,192
SSC40646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,6,3,0,0,20
SSC40647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,13
SSC40648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,9
SSC40649,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,6,4,8,14,18,8,6,0,0,0,55
SSC40650,4,0,0,0,11,5,3,0,0,24,0,0,0,0,4,3,0,0,0,15,28,46,34,87,123,135,36,3,0,487
SSC40651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,14,10,11,19,4,0,0,63
SSC40652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
SSC40653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC40654,0,3,6,5,3,9,0,0,0,18,0,0,4,0,7,0,0,0,0,12,24,24,67,104,93,57,10,0,0,372
SSC40655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,4,0,0,20
SSC40656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,12
SSC40657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3
SSC40658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,11,3,0,0,0,31
SSC40659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4
SSC40660,0,7,11,10,10,9,3,0,0,46,0,3,3,7,8,3,3,0,0,42,65,93,201,222,324,248,61,9,0,1224
SSC40661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,15,6,13,3,3,0,0,60
SSC40662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,12
SSC40663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,3,6,5,0,0,35
SSC40664,0,0,0,0,3,0,3,0,0,10,0,0,0,0,0,3,0,0,0,10,12,13,23,36,50,48,16,3,0,191
SSC40665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,3,0,0,22
SSC40666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,5,8,10,0,0,0,46
SSC40668,3,0,10,7,6,0,0,0,0,27,0,0,0,0,4,11,3,0,0,19,45,51,104,144,128,153,48,7,0,679
SSC40669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,6
SSC40670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,11,5,8,10,3,0,0,40
SSC40671,0,3,0,3,4,7,0,0,0,32,0,4,4,3,3,4,0,0,0,23,25,68,200,176,162,131,36,7,3,822
SSC40672,0,10,7,8,9,6,3,3,0,42,0,3,3,9,6,10,3,0,0,30,41,125,253,236,233,203,65,17,0,1164
SSC40673,0,0,0,10,13,8,3,0,0,34,0,0,8,7,13,5,0,0,0,36,75,107,181,241,320,216,67,3,0,1219
SSC40674,0,0,8,9,4,3,0,0,0,20,0,0,10,3,0,0,3,0,0,13,12,48,175,121,83,57,37,4,0,525
SSC40675,0,0,0,0,0,0,0,0,0,8,0,0,3,3,0,0,0,0,0,6,10,13,18,23,54,31,9,0,0,158
SSC40676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,14,6,3,0,0,0,35
SSC40677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,10,10,7,4,0,0,37
SSC40678,4,0,8,0,5,3,0,0,0,26,4,0,6,9,0,3,0,0,0,18,37,42,73,105,167,118,32,0,0,571
SSC40679,0,0,3,0,3,0,0,0,0,13,0,4,3,3,3,0,0,0,0,15,12,48,111,91,70,23,17,3,0,371
SSC40680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40681,0,0,0,3,3,0,0,0,0,10,0,3,0,0,0,0,0,0,0,6,6,8,27,27,39,36,14,0,0,158
SSC40682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,9,12,4,3,0,31
SSC40683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5
SSC40684,3,3,7,12,20,8,6,0,0,60,0,6,3,7,21,8,3,0,0,51,81,154,310,266,404,271,84,8,0,1583
SSC40685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,7,9,5,0,0,0,29
SSC40686,0,10,29,24,14,9,0,0,0,81,0,15,48,19,11,21,7,0,0,113,62,191,598,423,322,201,27,3,0,1824
SSC40687,0,0,4,7,0,3,0,0,0,25,3,3,8,5,0,0,4,0,0,23,29,76,155,142,165,88,16,4,0,682
SSC40688,0,0,3,3,6,0,0,0,0,16,3,0,0,0,3,0,3,0,0,13,19,20,60,43,55,62,24,3,0,287
SSC40689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC40690,0,0,3,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,3,13,21,36,42,48,49,12,3,0,221
SSC40691,0,0,3,4,11,3,0,0,0,27,0,0,6,6,3,11,3,0,0,31,37,50,123,130,188,199,53,6,0,789
SSC40692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,5,0,0,0,22
SSC40693,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,7,8,31,28,32,9,4,3,122
SSC40694,0,0,3,3,0,3,0,0,0,14,0,0,0,0,0,3,3,0,0,7,12,21,36,49,63,63,18,3,0,269
SSC40695,0,3,11,0,4,4,0,0,0,22,0,0,0,0,7,5,3,0,0,19,33,39,100,96,111,132,54,14,0,575
SSC40696,3,3,3,13,11,5,3,0,0,31,0,0,3,3,0,0,4,0,0,23,56,89,163,233,269,187,55,8,0,1059
SSC40697,0,7,28,22,26,16,6,0,0,114,0,13,34,11,23,8,0,0,0,85,101,241,908,681,452,316,56,12,0,2769
SSC40698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,10,3,0,0,0,20
SSC40699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4
SSC40700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4
SSC40701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,8
SSC40702,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,4,12,21,21,35,18,5,3,0,119
SSC40703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40704,0,3,0,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,11,17,17,17,20,4,0,0,92
SSC40705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,13,4,14,3,0,0,44
SSC40706,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,4,0,4,8,4,5,0,0,0,31
SSC40707,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,7,7,6,0,0,0,0,18
SSC40708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,3
SSC40709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,6,10,3,0,0,28
SSC40710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,5,7,3,3,0,0,28
SSC40711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,6
SSC40712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,8,9,10,0,0,37
SSC40713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,6,3,11,8,3,0,0,36
SSC40714,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,3,0,0,7,3,5,9,23,26,32,6,0,0,111
SSC40715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC40716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,5,12,3,4,0,0,39
SSC40717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC40718,0,3,3,6,0,4,0,0,0,15,0,0,4,4,3,0,0,0,0,11,13,13,42,40,67,32,4,0,0,214
SSC40719,0,0,0,0,0,4,0,3,0,5,0,0,0,0,0,0,0,0,0,0,4,4,16,12,27,28,7,3,0,95
SSC40720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,10
SSC40721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,3,5,0,0,0,23
SSC40722,3,6,22,17,9,4,3,0,0,60,0,3,17,8,4,3,0,0,0,33,47,178,503,299,199,128,30,3,0,1394
SSC40723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,17,17,7,3,0,0,54
SSC40724,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,3,3,3,9,16,3,4,0,0,38
SSC40725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,13,14,11,18,3,0,0,55
SSC40726,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7,0,0,0,20
SSC40727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,3,0,3,0,0,26
SSC40728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
SSC40731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3
SSC40732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
