SSC_CODE_2016,P_Mng_0,P_Mng_1_15,P_Mng_16_24,P_Mng_25_34,P_Mng_35_39,P_Mng_40,P_Mng_41_48,P_Mng_49over,P_Mng_hours_NS,P_Mng_Tot,P_Pro_0,P_Pro_1_15,P_Pro_16_24,P_Pro_25_34,P_Pro_35_39,P_Pro_40,P_Pro_41_48,P_Pro_49over,P_Pro_hours_NS,P_Pro_Tot,P_TTW_0,P_TTW_1_15,P_TTW_16_24,P_TTW_25_34,P_TTW_35_39,P_TTW_40,P_TTW_41_48,P_TTW_49over,P_TTW_hours_NS,P_TTW_Tot,P_CPS_0,P_CPS_1_15,P_CPS_16_24,P_CPS_25_34,P_CPS_35_39,P_CPS_40,P_CPS_41_48,P_CPS_49over,P_CPS_hours_NS,P_CPS_Tot,P_CA_0,P_CA_1_15,P_CA_16_24,P_CA_25_34,P_CA_35_39,P_CA_40,P_CA_41_48,P_CA_49over,P_CA_hours_NS,P_CA_Tot,P_Sal_0,P_Sal_1_15,P_Sal_16_24,P_Sal_25_34,P_Sal_35_39,P_Sal_40,P_Sal_41_48,P_Sal_49over,P_Sal_hours_NS,P_Sal_Tot,P_MOD_0,P_MOD_1_15,P_MOD_16_24,P_MOD_25_34,P_MOD_35_39,P_MOD_40,P_MOD_41_48,P_MOD_49over,P_MOD_hours_NS,P_MOD_Tot,P_Lab_0,P_Lab_1_15,P_Lab_16_24,P_Lab_25_34,P_Lab_35_39,P_Lab_40,P_Lab_41_48,P_Lab_49over,P_Lab_hours_NS,P_Lab_Tot,P_ID_NS_0,P_ID_NS_1_15,P_ID_NS_16_24,P_ID_NS_25_34,P_ID_NS_35_39,P_ID_NS_40,P_ID_NS_41_48,P_ID_NS_49over,P_ID_NS_hours_NS,P_ID_NS_Tot,P_Tot_0,P_Tot_1_15,P_Tot_16_24,P_Tot_25_34,P_Tot_35_39,P_Tot_40,P_Tot_41_48,P_Tot_49over,P_Tot_hours_NS,P_Tot_Tot
SSC41239,0,0,7,3,14,12,7,15,0,52,10,12,12,14,49,29,17,24,0,161,3,8,4,7,17,10,9,10,0,66,5,28,11,17,13,7,3,7,0,99,4,10,5,18,38,9,10,0,0,91,0,17,6,11,11,13,3,8,0,62,3,8,3,6,12,6,3,7,3,44,3,14,4,11,21,9,5,3,0,80,5,0,0,0,3,3,0,0,3,16,26,90,66,96,170,97,47,74,9,668
SSC41240,4,3,3,17,31,29,32,50,0,172,14,20,38,39,68,50,30,30,3,281,12,29,21,39,98,104,66,50,7,411,16,59,47,63,60,40,14,21,3,316,5,29,42,25,122,48,37,19,3,326,10,61,41,50,41,18,18,5,0,245,0,9,7,14,38,17,19,32,0,143,8,88,30,39,63,19,18,20,4,287,0,3,0,0,4,4,0,3,9,23,68,297,232,279,528,326,236,226,23,2221
SSC41241,3,0,0,6,18,8,14,10,0,69,0,10,16,24,35,24,14,13,0,140,11,4,5,22,37,38,26,18,3,162,6,17,31,38,27,13,5,9,3,134,6,13,18,21,53,25,16,3,0,152,3,15,11,12,19,7,8,3,0,79,3,7,3,9,7,8,11,17,0,58,0,26,17,8,16,20,4,5,3,97,0,0,0,0,5,0,0,0,3,13,37,87,106,134,209,138,99,88,13,908
SSC41242,4,0,0,0,3,4,0,3,0,11,4,0,0,0,0,6,0,0,0,9,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,5,0,3,0,0,3,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,7,9,0,6,12,9,4,6,0,57
SSC41243,0,5,8,11,26,44,33,45,0,169,9,19,34,34,87,70,37,35,3,333,3,8,9,22,51,48,23,22,3,190,11,32,48,36,38,22,11,11,0,215,12,19,21,30,111,46,23,20,3,283,4,48,24,37,18,19,7,7,3,161,10,12,12,6,20,14,6,10,0,93,3,41,32,26,40,16,11,10,0,181,3,4,0,3,9,3,3,0,9,30,62,193,190,209,404,274,153,142,22,1649
SSC41244,3,3,13,14,16,24,31,39,0,141,11,28,28,32,73,47,41,31,0,294,10,12,14,30,78,73,43,38,6,302,11,39,32,56,35,25,14,6,3,225,5,25,34,37,87,32,24,12,5,265,3,57,30,27,25,13,13,12,0,176,7,4,6,12,38,20,10,29,4,124,3,37,19,23,42,22,12,11,3,173,0,0,0,4,4,0,4,0,6,26,57,206,171,228,397,261,195,185,24,1723
SSC41245,4,0,0,0,13,13,13,18,0,59,6,13,15,14,43,35,25,21,0,159,3,3,4,0,15,12,0,8,0,53,3,20,15,16,8,7,0,3,0,76,3,7,7,9,34,12,10,3,0,89,0,7,10,5,11,3,5,6,0,53,0,0,0,0,13,5,0,0,0,23,3,20,7,6,9,9,0,5,0,53,0,0,0,0,0,0,4,0,3,11,28,73,53,55,146,93,54,61,8,573
SSC41246,11,3,8,6,27,23,24,55,0,149,9,5,16,24,36,36,26,32,3,185,3,8,6,18,49,62,32,28,3,217,13,23,31,46,32,18,13,8,6,194,0,16,31,31,49,22,15,9,0,161,9,65,32,20,27,16,11,9,0,178,8,9,4,5,17,19,54,29,3,146,6,49,30,18,17,17,6,10,4,166,0,4,0,0,5,4,0,5,11,25,68,182,157,181,251,202,171,183,33,1425
SSC41247,4,3,7,9,17,17,18,25,0,90,3,9,15,15,18,30,22,25,3,150,3,3,6,7,38,45,14,22,3,153,9,17,21,24,34,14,5,15,0,136,5,11,19,36,24,13,10,6,3,130,3,46,20,20,14,5,11,0,0,121,3,3,7,4,13,14,35,29,0,101,0,17,17,10,15,14,3,6,3,78,0,0,0,0,4,0,0,5,0,10,29,112,118,120,166,154,120,119,16,956
SSC41248,0,3,3,0,0,5,8,23,0,47,5,3,8,10,7,4,4,8,0,38,0,5,3,7,13,22,9,8,0,70,0,5,4,6,15,7,7,3,0,49,3,10,7,3,14,8,6,0,0,53,4,20,7,12,8,3,3,3,0,47,0,0,0,4,7,4,0,9,0,29,0,7,9,9,13,8,0,5,0,51,0,0,0,0,0,0,0,0,4,4,11,53,38,59,80,66,41,54,4,394
SSC41249,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,16
SSC41250,8,4,9,4,3,13,4,31,0,77,0,3,8,13,0,6,3,9,0,57,4,3,7,0,3,20,3,15,0,57,4,7,9,12,7,0,3,0,0,41,3,4,11,9,9,4,4,0,0,44,3,3,6,6,0,4,3,5,0,24,0,3,0,3,0,5,0,7,0,24,5,11,10,10,9,6,6,3,0,54,0,0,3,0,0,0,0,0,3,8,27,40,56,56,35,57,29,64,4,375
SSC41251,9,17,8,8,8,20,13,41,3,131,0,4,3,5,9,13,7,7,0,51,8,8,7,4,18,13,13,9,0,76,0,8,11,10,8,0,0,0,3,50,3,8,13,7,8,3,0,3,0,43,5,10,5,6,7,4,3,3,0,48,3,3,0,0,3,6,3,6,0,25,15,35,12,9,14,5,0,7,0,91,0,0,0,0,0,0,0,4,0,10,51,89,55,57,77,65,43,72,12,518
SSC41252,0,3,3,0,3,0,3,11,0,31,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,5,0,0,12,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,3,0,8,0,4,0,0,3,0,3,0,0,12,0,3,0,0,0,0,0,0,0,9,5,9,9,17,17,6,10,16,0,86
SSC41253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41254,0,0,0,0,0,8,0,4,0,17,0,0,0,0,3,4,0,0,0,7,3,3,0,0,0,0,0,6,0,15,0,0,4,3,0,3,0,0,0,13,0,0,0,3,3,3,0,0,0,16,0,0,3,0,0,0,0,0,0,6,0,0,0,0,3,0,0,7,0,16,0,4,3,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,3,5,10,9,12,16,19,3,22,0,101
SSC41255,0,0,0,0,0,3,3,0,0,9,0,3,0,0,0,0,5,0,0,6,0,5,0,0,4,0,0,0,0,11,0,0,3,3,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,8,0,0,0,3,0,0,0,0,0,10,0,0,0,0,3,0,0,0,0,12,0,0,3,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,13,5,12,8,11,10,8,0,73
SSC41256,0,0,0,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,14,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,4,3,0,0,0,0,0,0,8,0,0,0,0,3,0,0,0,0,4,0,0,3,3,5,0,3,0,0,19,0,0,0,0,0,0,0,0,0,0,3,3,3,8,18,8,12,3,0,60
SSC41257,0,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,11
SSC41258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,10
SSC41260,5,3,3,10,12,16,21,45,0,108,13,19,31,32,60,51,39,64,3,310,0,3,7,3,6,5,3,5,0,23,0,20,13,12,0,3,0,0,0,47,4,3,4,7,7,13,4,5,0,56,3,21,3,4,3,5,7,4,0,53,3,0,0,3,3,0,3,0,0,11,0,3,3,3,3,7,0,0,0,19,0,0,0,0,0,0,0,5,7,7,22,86,54,80,93,96,79,120,11,644
SSC41261,0,0,0,0,3,3,0,3,0,16,0,0,7,0,0,3,0,6,0,19,0,0,3,0,4,3,3,4,0,18,0,8,3,0,3,5,0,3,0,16,0,0,3,0,3,0,0,3,0,12,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7,0,3,0,0,0,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,3,17,12,9,14,22,8,16,0,104
SSC41262,0,0,0,0,3,7,0,3,0,12,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,4,6,0,0,10,0,3,3,4,0,0,0,3,0,15,0,0,0,4,0,0,0,0,0,6,0,0,5,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,7,7,12,11,5,13,3,5,3,76
SSC41263,3,0,6,4,39,17,17,24,0,115,19,13,17,43,43,31,26,31,0,215,10,19,5,19,50,64,27,24,7,220,3,39,30,38,36,20,14,14,5,206,11,21,17,19,90,33,10,10,3,212,0,34,12,20,19,14,0,7,3,122,0,6,12,11,50,33,17,16,5,156,3,36,27,20,38,30,13,6,4,181,0,0,0,3,5,7,0,4,7,18,53,168,131,183,370,251,124,130,33,1441
SSC41264,3,0,0,5,9,16,7,23,0,60,0,4,14,12,8,5,5,6,0,58,3,8,9,10,17,22,15,19,3,103,0,11,13,12,4,8,4,9,0,63,3,5,8,12,14,11,4,4,0,58,4,11,12,5,3,0,7,0,0,48,0,0,0,5,15,11,9,11,0,51,4,11,4,12,11,10,5,6,0,70,0,0,0,0,3,3,0,3,4,12,20,59,64,69,89,83,57,81,9,528
SSC41265,4,5,0,7,11,20,22,21,0,97,3,25,22,28,34,56,31,52,3,252,0,0,3,3,8,9,3,6,0,34,3,18,5,6,7,8,0,0,0,54,5,17,17,19,20,20,4,11,0,111,0,23,8,3,5,8,10,9,0,64,0,0,0,0,3,3,0,0,0,7,0,11,3,3,0,0,3,0,0,24,0,0,0,3,3,0,0,0,5,13,14,106,55,72,100,125,70,108,8,660
SSC41266,11,18,11,36,79,102,75,137,4,474,42,74,89,132,201,207,108,108,10,969,12,33,24,42,107,90,38,42,3,392,11,86,51,76,60,17,19,15,6,331,20,73,63,71,133,82,26,22,7,494,9,122,55,53,49,38,14,16,0,350,0,11,0,6,14,14,6,16,0,72,7,75,43,39,27,15,17,12,3,244,3,6,4,5,10,7,3,5,13,53,113,483,343,474,679,572,315,378,53,3395
SSC41267,0,3,0,3,0,5,0,5,3,27,0,3,0,3,3,8,0,5,0,20,0,0,0,0,0,3,3,0,0,8,0,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,0,7,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,3,3,0,0,3,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,3,16,4,14,9,21,6,13,3,88
SSC41268,0,0,3,10,10,23,21,89,0,153,19,9,19,11,24,47,60,97,5,297,19,13,24,24,35,51,74,333,9,584,10,16,29,37,15,12,4,13,3,139,3,15,25,21,34,33,16,35,0,187,11,19,15,18,10,12,11,9,3,107,27,6,27,7,23,18,73,297,8,493,7,23,28,16,16,21,14,69,11,200,5,0,0,0,5,7,3,20,5,55,104,105,173,145,173,218,284,951,43,2199
SSC41269,9,7,3,9,29,17,19,19,0,116,7,10,14,28,59,35,20,18,0,189,6,8,8,24,56,53,37,34,0,239,5,28,13,42,34,19,7,9,3,147,11,8,16,32,83,34,17,4,0,206,4,35,28,20,26,13,6,10,0,145,8,3,5,4,40,15,11,13,0,109,3,32,23,25,32,16,10,15,3,170,0,0,0,0,7,0,0,3,0,9,52,137,109,182,362,215,137,127,11,1336
SSC41270,4,4,4,5,18,15,15,23,0,85,7,20,25,28,35,65,23,41,0,236,0,3,7,8,10,14,3,8,0,51,3,15,11,11,4,5,0,0,3,56,3,13,8,12,18,13,11,9,0,79,7,17,6,11,6,0,3,6,0,59,0,4,0,5,3,0,0,0,0,8,0,17,4,0,4,0,3,0,0,33,0,0,3,0,0,0,0,0,0,5,28,89,63,80,100,108,53,81,5,614
SSC41271,3,0,0,0,0,0,0,12,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,3,6,3,11,0,14,0,45
SSC41272,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,7,0,8
SSC41273,0,0,0,0,0,11,0,13,0,29,0,0,0,0,3,0,0,8,0,17,0,0,4,0,8,9,0,3,0,27,0,3,6,5,3,0,0,3,0,22,0,3,4,3,3,4,0,0,0,22,0,3,6,3,0,5,0,3,0,17,0,0,0,0,0,4,3,3,0,13,0,3,4,5,6,12,5,3,0,38,0,0,0,0,0,0,0,0,0,0,6,17,23,24,24,40,7,38,3,177
SSC41274,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8
SSC41275,0,5,7,16,45,29,21,36,3,166,16,28,29,30,69,47,19,31,8,266,9,29,27,54,102,90,45,44,8,406,13,54,54,88,69,24,20,18,3,349,9,28,29,41,107,57,22,25,0,317,9,66,39,43,41,17,23,12,5,253,10,18,19,43,99,58,41,37,0,321,21,87,70,78,146,74,37,31,7,538,0,7,0,3,21,8,0,4,29,78,91,323,275,392,693,394,225,241,65,2704
SSC41276,3,11,7,15,29,28,23,29,0,160,6,22,16,29,71,54,23,23,0,239,13,10,14,32,79,67,33,36,3,282,8,59,48,84,61,33,9,24,6,329,10,16,27,36,102,38,19,9,0,254,3,73,27,39,46,17,12,11,5,238,4,6,14,31,88,46,23,29,0,248,10,77,55,64,118,48,22,17,9,411,0,0,0,4,13,8,3,3,22,52,65,275,209,345,608,334,160,172,50,2218
SSC41277,5,3,10,18,59,43,51,54,0,246,17,33,41,41,89,61,43,38,0,373,13,30,22,61,177,150,90,71,3,625,23,85,70,98,100,45,20,20,6,464,26,43,41,85,194,66,49,29,4,534,11,111,45,67,60,36,29,17,6,381,4,13,17,33,99,59,45,48,7,320,10,108,63,81,124,61,30,35,7,522,4,8,0,4,19,11,4,4,16,68,123,429,317,479,920,532,369,315,50,3536
SSC41278,14,4,14,25,55,72,50,93,0,334,9,25,20,45,83,74,42,50,0,360,16,27,23,32,127,96,59,66,0,448,22,81,35,48,60,29,17,24,3,316,14,45,55,82,142,74,45,31,3,486,6,84,47,29,38,30,13,24,0,278,5,7,5,16,31,28,32,44,0,176,10,74,26,36,38,38,17,12,12,261,4,9,3,3,9,8,4,3,11,47,95,354,235,311,584,461,278,343,35,2708
SSC41279,7,7,9,16,43,34,30,32,3,188,9,22,21,35,67,32,20,32,4,235,19,24,23,47,166,90,62,53,11,497,30,68,82,112,83,36,29,28,10,485,22,36,27,44,160,65,46,24,8,438,10,91,41,61,53,24,24,15,8,327,5,25,18,53,138,66,57,71,3,442,19,130,66,102,190,72,31,30,14,658,0,8,0,0,23,8,4,8,20,67,120,408,288,476,922,434,311,298,82,3330
SSC41280,0,4,4,10,15,21,12,11,4,78,9,12,11,9,23,15,15,6,0,98,4,5,0,11,52,36,10,10,4,148,7,25,21,38,22,9,4,4,8,131,5,14,8,27,39,26,7,10,5,141,5,29,7,17,19,4,8,5,0,98,3,9,4,12,16,17,15,10,0,87,4,17,17,29,32,13,14,9,0,136,0,0,0,0,4,4,0,0,0,16,40,113,76,152,225,137,82,73,15,921
SSC41281,0,0,3,4,7,10,4,14,0,46,3,5,6,6,14,18,0,8,0,57,4,6,9,10,19,15,10,13,0,83,4,3,13,18,11,4,0,4,3,66,5,4,3,11,13,13,3,0,0,58,3,6,9,12,0,7,6,4,0,46,3,0,3,12,23,7,10,3,0,58,0,26,11,8,19,14,0,3,3,85,0,0,0,0,0,0,0,0,0,6,15,52,57,77,113,89,45,42,11,505
SSC41282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC41283,0,0,0,0,0,0,0,5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,4,0,12
SSC41284,0,0,0,0,0,0,0,5,0,14,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,5,3,4,7,7,0,10,0,37
SSC41285,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,8
SSC41286,0,0,0,0,3,6,0,3,0,17,3,0,0,4,0,3,5,3,0,14,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,5,0,0,0,7,0,0,0,0,11,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,7,3,5,10,10,5,7,0,60
SSC41287,0,0,0,0,0,0,0,12,0,13,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,5,3,12,0,28
SSC41288,0,0,0,0,0,3,0,5,0,9,0,0,0,0,0,0,0,4,0,5,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,7,3,6,3,10,0,10,0,50
SSC41289,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,4,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,3,0,0,0,5,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,4,3,5,0,8,0,4,0,34
SSC41290,0,0,0,3,3,4,0,17,0,28,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,4,4,12,3,23,3,47
SSC41291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,7
SSC41292,0,0,3,4,3,7,7,9,0,27,0,6,0,3,5,0,3,0,0,15,0,0,3,3,7,11,3,9,0,37,0,3,3,0,0,0,0,0,0,15,0,6,0,9,8,0,0,0,0,31,0,0,0,0,0,3,0,0,0,9,0,0,3,0,0,0,0,3,0,6,3,3,0,0,0,6,4,0,0,10,0,0,0,0,0,0,0,0,0,0,9,17,15,20,30,20,19,24,4,149
SSC41293,3,0,0,0,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,0,0,0,0,5,0,0,0,3,0,0,0,0,0,7,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0,0,0,3,0,14,0,0,0,0,0,0,0,0,0,0,8,5,4,10,10,0,5,5,0,52
SSC41294,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,3,3,0,0,0,0,0,15
SSC41295,0,3,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,9,0,3,0,0,0,0,0,20
SSC41296,0,0,0,0,0,0,3,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4
SSC41297,0,3,0,3,0,0,4,9,0,25,3,6,4,6,4,3,3,8,0,34,0,4,0,3,0,4,4,0,0,19,0,0,4,0,3,0,0,0,0,12,3,0,3,0,4,4,0,0,0,16,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,8,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,17,11,15,14,15,17,14,5,111
SSC41298,7,9,13,14,17,39,25,38,0,153,23,34,33,40,56,66,20,44,3,322,0,10,7,3,18,32,14,8,3,101,3,22,15,17,15,15,8,3,0,99,0,21,17,16,41,20,3,6,0,130,0,28,19,18,15,16,10,3,0,111,0,3,0,9,3,0,4,3,0,21,3,14,14,10,16,4,0,3,0,60,0,4,0,0,0,8,0,3,3,15,38,138,121,125,187,192,78,119,11,1016
SSC41299,6,3,0,20,23,35,26,41,3,160,18,30,38,36,59,59,29,39,3,311,9,18,6,20,38,49,26,23,0,197,6,34,27,33,17,12,3,7,3,145,3,14,19,33,43,25,10,9,3,162,3,32,13,17,13,19,10,7,0,115,0,3,7,3,15,6,3,3,0,48,0,22,14,18,19,7,0,3,0,84,0,3,0,0,0,3,3,4,4,18,41,159,125,189,240,219,115,151,16,1248
SSC41300,4,4,5,11,29,8,14,27,3,106,9,14,23,34,74,50,34,32,0,273,8,14,7,12,35,41,20,22,5,156,11,52,31,50,29,25,9,12,0,225,6,12,12,25,50,22,6,9,8,156,6,32,26,23,25,18,13,8,0,146,3,3,3,4,12,8,3,10,0,41,3,29,23,39,26,7,6,5,3,130,3,0,0,8,3,0,0,3,4,19,52,159,135,205,290,169,98,119,21,1260
SSC41301,0,5,0,6,13,7,15,24,0,79,9,10,15,25,32,29,5,17,0,144,3,9,5,11,32,27,13,19,0,106,3,20,16,18,13,22,0,8,0,98,7,14,20,15,31,19,6,3,0,109,0,30,14,4,3,3,0,0,0,68,0,3,7,3,13,0,3,10,5,40,0,23,7,7,12,3,3,4,0,65,0,0,0,0,0,4,0,0,0,7,26,113,83,93,147,115,53,89,5,713
