SSC_CODE_2016,P_Y8b_15_19_yrs,P_Y8b_20_24_yrs,P_Y8b_25_34_yrs,P_Y8b_35_44_yrs,P_Y8b_45_54_yrs,P_Y8b_55_64_yrs,P_Y8b_65_74_yrs,P_Y8b_75_84_yrs,P_Y8b_85ov,P_Y8b_Tot,P_DNGTS_15_19,P_DNGTS_20_24,P_DNGTS_25_34,P_DNGTS_35_44,P_DNGTS_45_54,P_DNGTS_55_64,P_DNGTS_65_74,P_DNGTS_75_84,P_DNGTS_85_ov,P_DNGTS_Tot,P_Hghst_yr_schl_ns_15_19_yrs,P_Hghst_yr_schl_ns_20_24_yrs,P_Hghst_yr_schl_ns_25_34_yrs,P_Hghst_yr_schl_ns_35_44_yrs,P_Hghst_yr_schl_ns_45_54_yrs,P_Hghst_yr_schl_ns_55_64_yrs,P_Hghst_yr_schl_ns_65_74_yrs,P_Hghst_yr_schl_ns_75_84_yrs,P_Hghst_yr_schl_ns_85_yrs_ovr,P_Hghst_yr_schl_ns_Tot,P_Tot_15_19_yrs,P_Tot_20_24_yrs,P_Tot_25_34_yrs,P_Tot_35_44_yrs,P_Tot_45_54_yrs,P_Tot_55_64_yrs,P_Tot_65_74_yrs,P_Tot_75_84_yrs,P_Tot_85ov,P_Tot_Tot
SSC40810,0,0,0,5,0,3,12,15,8,40,0,0,0,0,0,0,0,0,0,3,3,0,9,7,5,3,3,3,0,39,30,79,171,191,193,166,107,54,31,1020
SSC40811,0,0,3,3,12,24,74,55,34,205,0,0,0,0,0,0,0,0,0,3,10,7,26,18,39,53,49,50,34,281,55,116,226,219,326,413,481,249,105,2187
SSC40812,0,0,0,0,0,0,5,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,8,4,0,0,18,0,5,20,9,21,27,25,4,3,119
SSC40813,0,3,13,33,41,55,41,40,23,257,3,0,7,19,36,26,13,14,3,124,14,23,37,37,47,38,23,19,9,243,136,309,670,672,498,392,236,144,52,3124
SSC40814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,8,0,4,5,0,0,19
SSC40815,0,0,0,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,7,0,0,3,8,7,6,5,5,6,52
SSC40816,0,0,0,0,0,0,3,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,17,13,12,18,10,7,4,81
SSC40817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,8,10,12,0,0,53
SSC40818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,10,7,6,14,18,5,0,0,61
SSC40819,0,0,0,0,3,4,26,44,20,107,0,0,3,0,3,0,3,3,3,14,8,5,26,12,12,5,15,9,15,108,53,190,470,332,254,212,196,150,70,1928
SSC40820,0,0,0,0,0,4,5,11,4,31,0,0,0,0,0,0,3,0,0,3,4,4,9,3,17,17,23,12,5,96,44,107,190,268,332,342,306,136,38,1757
SSC40821,0,0,5,11,3,8,33,73,78,205,0,0,0,3,3,4,3,9,3,19,3,12,25,23,21,21,29,45,29,205,87,237,474,432,419,405,442,397,271,3177
SSC40822,0,0,0,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,10,0,0,0,25,3,0,9,22,36,29,23,14,0,144
SSC40823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,4,0,0,0,0,20
SSC40824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,9
SSC40825,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,4,3,0,27,0,4,9,5,16,27,15,6,0,91
SSC40826,0,0,0,3,4,5,27,29,25,100,0,0,3,3,3,3,0,4,0,23,8,16,25,25,20,5,30,22,73,222,55,163,388,255,213,135,135,111,118,1562
SSC40827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3
SSC40828,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,12,0,0,20,9,14,16,13,5,4,87
SSC40829,0,0,0,0,0,0,4,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,5,0,0,0,13,0,5,22,7,16,13,12,8,0,83
SSC40830,0,0,0,0,0,0,3,3,3,8,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,3,7,5,7,32,13,38,51,95,81,62,56,30,22,449
SSC40831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5
SSC40832,0,0,0,0,4,3,6,4,3,20,0,0,0,0,0,0,0,0,0,5,5,3,6,3,6,19,4,15,0,66,31,53,132,151,192,183,96,67,19,919
SSC40833,0,0,0,0,0,3,4,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,3,10,10,10,12,9,6,0,58
SSC40834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40835,7,4,21,23,21,46,41,29,24,199,0,7,3,11,20,23,12,6,3,89,32,62,167,114,99,46,42,34,28,613,399,1362,2832,2214,1580,1075,506,189,93,10247
SSC40836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4
SSC40837,0,0,0,0,4,4,13,32,16,74,0,0,0,0,0,0,3,7,10,24,5,7,16,9,12,10,4,5,0,77,33,91,222,216,235,183,134,78,32,1214
SSC40838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,4,0,0,12
SSC40839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,0,0,0,17
SSC40840,0,0,0,3,0,3,34,25,6,77,0,0,0,3,0,0,0,3,0,5,4,6,4,17,7,22,34,43,59,185,34,70,135,147,186,273,462,250,115,1677
SSC40841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,3,3,0,0,0,9,3,0,5,8,11,7,6,3,3,47
SSC40842,0,0,0,0,0,0,13,4,5,23,0,0,0,0,0,0,0,0,0,0,0,3,8,20,6,8,4,3,0,53,34,55,144,265,225,181,122,32,7,1076
SSC40843,0,0,0,3,0,8,39,65,38,153,0,0,0,0,0,0,0,0,0,0,13,8,9,26,31,39,41,54,77,295,97,165,222,399,577,560,586,383,202,3186
SSC40844,0,0,0,3,0,0,17,9,3,30,0,0,0,0,0,0,0,0,0,0,6,5,13,13,16,10,3,0,0,60,40,85,177,179,214,199,119,30,9,1058
SSC40845,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,4,0,0,3,6,3,4,10,14,11,10,4,0,69,35,62,82,97,195,162,130,61,19,842
SSC40846,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,10,20,27,43,50,62,31,9,0,259
SSC40847,0,0,0,0,0,3,5,5,8,19,0,0,0,0,0,0,0,0,0,0,4,0,0,7,3,3,4,3,0,23,8,15,26,41,43,52,49,23,10,263
SSC40848,0,0,0,3,4,10,13,27,30,91,0,0,0,0,0,3,4,3,0,11,6,3,16,9,17,17,6,14,27,116,38,134,337,324,254,236,149,133,133,1745
SSC40849,0,0,0,0,0,0,3,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,6,3,5,3,0,22
SSC40850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,5,0,0,0,9
SSC40851,0,0,0,0,5,14,43,31,13,109,0,0,0,0,0,0,0,0,0,3,3,6,8,8,12,15,19,15,6,93,19,46,111,91,144,185,181,102,46,917
SSC40852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,14
SSC40853,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,3,5,0,6,7,11,5,0,30
SSC40854,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,4,9,14,14,17,12,0,0,74
SSC40855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6
SSC40856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,5,0,0,9
SSC40857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,3,12,8,5,0,0,28
SSC40858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,6,7,12,0,0,35
SSC40859,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,3,0,16,0,4,9,3,15,19,11,4,0,66
SSC40860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,5,0,0,0,3,3,3,3,0,0,17
SSC40861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC40862,0,0,0,0,0,0,8,12,3,21,0,0,0,0,0,0,0,0,0,0,3,4,4,14,5,8,8,6,3,54,20,46,91,150,165,204,166,76,20,925
SSC40863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,8,0,0,3,0,3,5,0,0,0,13
SSC40864,0,0,0,0,0,0,0,3,3,7,0,0,0,0,0,0,0,0,0,0,3,0,3,0,7,3,0,3,0,27,8,8,26,69,59,46,27,11,3,246
SSC40865,0,0,3,0,3,4,12,13,7,41,0,0,0,0,3,0,0,0,0,5,8,3,11,14,9,9,21,12,4,85,20,42,83,80,112,156,157,59,13,730
SSC40866,0,7,3,5,5,19,63,86,47,231,3,0,7,16,9,6,17,24,12,80,13,18,41,40,25,36,30,20,4,235,130,425,899,633,601,463,298,193,74,3718
SSC40867,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,6,0,3,0,7,3,3,0,3,0,17
SSC40868,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,10,16,7,0,0,43
SSC40869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,12,6,10,11,12,22,20,11,0,0,88
SSC40870,4,3,14,7,13,55,89,111,69,357,0,0,0,0,3,0,3,4,0,9,7,25,41,34,60,74,73,69,77,453,117,260,422,554,715,781,632,376,201,4053
SSC40871,0,0,0,0,3,3,13,19,8,41,0,0,0,0,0,0,0,0,0,3,3,0,8,8,11,17,13,14,0,73,54,112,177,255,303,333,251,107,30,1635
SSC40872,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,5,6,3,10,0,0,37
SSC40873,0,0,0,3,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,3,6,16,20,10,3,3,0,0,64,11,34,53,40,28,12,10,0,0,185
SSC40874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,5,10,7,3,0,0,27
SSC40875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40876,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,6,9,4,0,0,36
SSC40877,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,12,3,7,18,18,11,7,3,3,0,63
SSC40878,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,0,0,14,0,8,4,12,31,22,15,4,0,107
SSC40879,0,0,3,0,7,3,38,20,20,86,0,0,0,0,0,0,0,0,0,0,0,3,0,7,6,12,23,22,28,107,14,31,89,100,115,182,182,105,65,887
SSC40880,0,0,0,0,0,0,4,7,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,9,9,3,0,27,3,0,14,24,27,27,36,14,3,148
SSC40881,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,6,4,3,24,13,28,37,42,14,0,163
SSC40882,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,14
SSC40883,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,20,13,4,0,0,38
SSC40884,0,0,0,3,0,7,11,13,31,62,0,0,0,0,0,0,0,0,0,4,5,6,7,7,10,19,11,13,19,99,40,105,164,197,220,264,212,135,131,1467
SSC40885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,3,4,6,19,3,0,0,0,37
SSC40886,5,3,7,7,37,50,66,75,53,305,0,0,5,11,9,17,8,9,0,56,16,26,46,36,45,46,54,51,14,336,148,463,938,698,596,646,483,359,137,4471
SSC40887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,3,3,0,0,0,0,18
SSC40888,0,0,0,0,0,10,14,8,11,37,0,3,4,3,3,0,0,0,0,10,6,10,16,24,28,27,19,30,4,158,80,172,314,331,418,400,233,110,33,2081
SSC40889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC40890,0,0,0,0,0,0,5,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,11,4,14,14,37,36,35,24,11,0,169
SSC40891,0,0,8,7,8,32,50,75,41,234,0,0,0,7,3,3,4,4,3,31,11,22,28,35,25,25,32,45,26,248,135,395,886,701,556,515,517,417,152,4284
SSC40892,3,0,6,3,7,21,67,38,18,169,0,0,0,3,6,3,0,3,0,21,8,6,43,32,38,48,39,22,8,244,179,384,866,909,911,971,699,261,83,5252
SSC40893,0,0,6,3,9,13,39,45,10,131,0,0,10,0,3,0,5,3,0,22,10,10,47,27,29,17,18,34,15,211,140,316,752,790,695,716,610,278,71,4377
SSC40894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,0,0,10
SSC40895,0,0,0,0,0,0,6,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,4,0,19,6,9,21,20,39,21,26,10,0,156
SSC40896,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,6,3,11,14,19,20,29,22,7,3,121
SSC40897,0,3,0,3,0,3,32,10,4,54,0,0,0,0,0,0,3,4,0,5,4,0,3,8,13,15,10,7,4,65,27,44,81,136,188,212,129,43,12,877
SSC40898,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,15,19,21,13,3,0,92
SSC40899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC40900,0,0,0,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,8,0,0,21,4,13,13,38,41,45,41,25,3,227
SSC40901,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,7,0,0,21
SSC40902,0,0,0,0,0,0,5,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,8,0,15,7,22,15,16,17,10,0,108
SSC40903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9
SSC40904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,3,0,0,16
SSC40905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40906,0,0,0,0,0,0,13,17,6,41,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,14,10,15,7,57,12,18,41,49,67,115,110,93,28,523
SSC40907,0,0,4,3,4,9,59,34,16,126,0,0,0,0,0,0,0,0,0,0,0,3,12,14,15,45,59,38,11,196,45,87,178,176,287,399,493,213,57,1941
SSC40908,0,0,0,0,0,3,5,5,4,12,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,5,0,4,0,18,0,8,14,23,38,45,35,12,7,174
SSC40909,0,0,0,0,3,8,11,3,4,30,0,0,0,0,0,0,0,0,0,0,3,30,130,137,113,60,39,10,3,517,17,52,178,221,240,162,111,23,18,1023
SSC40910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,4,3,0,5,12,7,8,4,3,0,38
SSC40911,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,7,0,18,3,6,12,22,34,34,18,12,0,146
SSC40912,0,0,0,0,0,0,3,4,0,7,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,8,4,0,0,18,3,3,9,17,24,38,34,14,0,143
SSC40913,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,15,9,6,9,4,3,55
SSC40914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,17
SSC40915,0,0,0,0,0,3,14,8,0,37,0,0,0,0,0,0,0,0,0,3,4,0,0,0,4,10,10,7,3,41,6,10,37,42,77,112,94,50,9,436
SSC40916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,10
SSC40917,4,12,21,24,50,125,299,205,117,861,0,0,8,5,17,15,10,14,8,73,59,80,193,169,191,191,247,194,144,1461,535,1452,3288,2878,2865,2874,2724,1188,481,18279
SSC40918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3
SSC40919,3,3,3,8,13,27,55,75,81,267,0,0,3,7,8,0,4,3,3,32,5,19,27,20,19,24,22,23,40,199,79,217,469,399,339,393,320,238,252,2704
SSC40920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,8
SSC40921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,11
SSC40922,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8,3,3,9,10,21,22,17,10,0,101
SSC40923,0,3,7,15,16,42,102,105,95,397,0,0,3,9,5,0,3,8,0,30,35,45,120,118,97,98,104,97,48,753,369,875,1834,1878,1722,1505,1266,677,307,10427
SSC40924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SSC40925,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,0,12,11,3,8,16,41,26,16,4,0,127
SSC40926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,5,3,5,15,20,15,11,8,0,77
SSC40927,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,10,15,26,18,4,10,0,88
SSC40928,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,5,3,4,12,7,19,18,22,3,0,91
SSC40929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC40930,0,0,0,0,0,13,17,9,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,7,6,4,3,31,10,10,14,41,44,79,54,25,4,275
SSC40931,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,17,5,0,0,31
SSC40932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,10
SSC40933,0,0,0,3,3,9,14,3,0,32,0,0,0,0,0,0,0,0,0,0,4,0,5,19,12,20,14,3,3,72,33,70,140,202,205,214,155,40,10,1074
SSC40934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,0,0,0,0,0,9
SSC40935,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,10,0,8,17,4,17,31,17,8,0,104
SSC40936,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,7,3,4,0,0,27
SSC40937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SSC40938,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,3,12,14,5,6,0,36
SSC40939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,19,18,10,5,0,0,0,59,0,10,64,57,34,23,0,0,0,185
SSC40940,12,20,62,67,82,168,417,457,272,1547,0,8,18,21,18,24,15,17,5,129,71,80,180,202,227,243,291,250,129,1673,662,1450,3087,2967,3355,3192,2547,1555,692,19513
SSC40941,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,17,4,6,15,29,40,55,49,15,4,215
SSC40942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,5,5,6,0,0,29
SSC40943,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,4,0,9,3,10,8,24,21,22,27,9,3,114
SSC40944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40945,0,0,0,0,0,0,5,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,26,32,15,24,5,0,107
SSC40946,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,10,0,6,3,9,10,4,13,0,0,45
SSC40947,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,3,0,0,4,4,8,4,0,25
SSC40948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,6,0,0,4,8,15,13,11,3,0,49
SSC40949,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,6,5,11,15,9,4,0,51
SSC40950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,12
SSC40951,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,14,14,12,43,71,81,57,18,6,308
SSC40952,0,0,0,0,0,3,13,18,7,43,0,0,0,0,0,0,0,0,0,0,0,0,5,4,4,19,14,12,13,69,16,52,76,128,128,177,138,68,31,818
SSC40953,0,0,0,0,4,0,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,10,4,8,32,35,30,34,23,4,3,175
SSC40954,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,9,3,3,0,0,20
SSC40955,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,4,3,8,8,5,3,0,26
SSC40956,0,0,0,3,0,4,3,4,4,15,0,0,0,0,0,0,0,0,0,0,0,3,3,9,9,11,3,0,0,37,20,23,52,95,123,123,76,22,6,537
SSC40957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,12
SSC40958,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,4,4,0,0,0,21
SSC40959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,6,6,5,3,0,0,32
SSC40960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,6,6,8,3,0,0,35,3,13,9,13,14,5,4,0,0,61
SSC40961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,9,10,4,3,0,36
SSC40962,0,0,0,0,0,3,0,3,0,13,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,5,3,0,0,16,10,3,8,44,61,46,14,4,0,196
SSC40963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
